date,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
271a3f20,1.5,1.0,0.6,1.0,-2.1,1.2,2.4,1.0,0.6,0.6,4.2,8.7,6.7,4.5,3.9,6,2,3,6,3,8.2,6.9,7.4,8.9,5.5,2.7,5.3,1.6,1.8,2.0,3,2,2,6,7,1024.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.7,-4.8,-3.6,-4.6,-9.1,0.0,0.0,0.0,0.0,0.0
278a6808,3.7,3.2,3.7,4.4,1.8,1.3,2.2,0.8,0.6,0.6,11.1,10.7,6.3,4.0,7.2,6,6,1,6,4,6.4,6.0,5.6,5.2,5.1,6.8,6.1,2.2,2.3,2.5,6,6,1,6,4,1004.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.2,0.6,0.8,2.9,-1.6,1.0,1.0,1.0,3.5,1.5
27cb2979,20.6,19.9,20.3,21.3,18.5,1.1,1.4,1.1,1.1,0.4,4.1,5.9,10.4,4.9,5.3,5,1,6,6,4,26.5,26.6,24.9,27.3,24.1,2.8,3.7,2.4,2.8,1.5,1,1,4,6,4,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.2,13.9,16.3,17.7,14.4,0.5,0.0,0.0,2.0,6.0
28304cc2,20.2,19.7,18.7,19.8,16.1,1.8,1.7,0.9,1.2,0.7,8.5,7.0,6.0,7.1,6.4,6,6,6,6,1,26.7,26.5,25.2,27.4,22.7,5.6,4.5,2.7,3.6,2.7,6,6,6,6,4,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.6,14.4,14.7,14.7,11.9,0.0,0.0,2.5,0.0,1.5
2896dbe7,29.0,27.9,26.7,28.4,23.7,2.7,1.7,0.9,1.7,0.9,10.3,6.7,6.1,8.2,6.9,4,6,6,6,1,36.0,34.9,33.6,36.6,31.3,7.0,4.3,2.3,4.2,2.7,4,6,6,6,3,1005.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,24.7,22.9,22.2,22.7,18.3,0.0,0.0,0.0,0.0,0.0
28c2163f,-3.8,-4.2,-5.8,-2.8,-8.2,3.2,4.9,1.1,1.9,1.8,10.8,12.6,5.9,7.2,9.7,6,5,6,6,6,-1.6,-1.2,-3.8,-0.5,-6.6,7.3,7.3,2.2,3.8,4.1,6,4,6,6,3,1010.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-5.1,-6.0,-7.3,-4.8,-9.3,0.0,0.0,7.5,0.0,0.5
28c40b9c,11.3,11.2,9.7,11.4,7.0,1.4,3.3,1.3,1.0,0.8,7.9,11.1,6.8,4.6,5.2,0,2,2,6,4,20.8,18.9,18.7,21.3,17.1,3.9,6.9,2.9,2.5,2.8,2,1,2,6,4,1012.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.8,4.3,5.5,5.8,0.6,0.0,0.0,0.0,0.0,0.0
28c87d8b,3.5,3.1,3.7,4.2,3.6,0.9,0.8,1.0,0.6,0.5,3.3,5.7,5.0,4.5,5.1,5,3,1,6,3,6.4,6.6,7.5,7.2,9.6,2.4,3.0,1.9,2.4,2.1,0,2,0,6,3,1016.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.7,-1.7,-0.7,0.1,-2.2,6.0,7.0,7.5,5.5,8.5
28f79956,0.6,0.4,-0.2,1.0,-1.7,1.1,1.5,0.9,0.7,0.6,5.1,6.5,5.1,5.0,6.0,1,4,6,6,7,6.3,5.8,5.4,7.5,3.3,3.7,4.2,2.6,3.0,2.5,1,2,6,6,6,1019.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.7,-3.3,-3.4,-2.8,-5.9,0.0,0.0,0.0,0.0,0.0
2a86c944,22.8,22.0,21.3,22.4,19.8,2.1,2.2,0.6,0.9,0.5,10.9,10.4,6.8,3.5,6.3,6,6,6,6,5,27.2,25.9,25.5,28.0,23.9,6.9,6.3,1.5,2.3,1.9,6,6,5,6,2,999.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.5,18.3,18.3,19.6,15.9,2.0,4.0,17.5,6.5,10.5
2b6c4ffe,8.4,7.9,7.7,9.6,4.5,2.4,2.5,1.5,2.0,0.8,9.7,10.1,8.2,7.8,7.7,5,6,7,6,4,17.1,16.7,15.9,18.0,13.2,6.9,5.5,3.4,4.4,3.0,6,6,6,6,3,1017.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.0,-0.7,-0.4,2.7,-3.0,0.0,0.0,0.0,0.0,0.0
2bed0cb7,12.7,12.4,11.5,12.4,9.6,1.9,3.2,0.4,0.6,0.4,5.5,12.6,3.6,4.2,3.5,7,6,2,6,3,14.6,16.1,13.3,14.2,11.2,3.7,7.7,1.3,2.3,1.5,7,6,0,6,4,1008.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.6,10.3,8.6,10.6,7.4,24.0,8.0,22.5,30.5,45.5
2c6ee0cd,24.0,23.1,22.8,23.5,20.1,4.3,5.2,1.1,1.4,1.0,15.4,20.7,9.8,10.2,11.8,4,6,6,7,7,28.9,27.5,28.4,27.6,23.8,8.9,10.2,3.1,4.5,3.3,6,4,6,3,1,1006.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,18.6,18.1,20.6,15.5,21.0,8.5,7.5,42.0,36.0
2dedfa13,20.3,18.5,18.6,21.2,15.4,2.3,3.5,1.0,1.3,0.5,11.0,10.8,5.1,7.0,5.3,2,2,6,6,4,26.0,23.3,26.4,27.9,21.9,6.8,6.7,2.0,3.7,3.0,2,2,7,6,4,1013.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.7,14.4,14.8,17.9,11.6,0.0,0.0,0.0,0.0,0.0
2f3eaeb0,4.0,3.2,2.8,3.8,1.0,2.2,1.5,1.1,0.8,0.8,12.2,8.7,7.4,5.4,7.9,3,2,6,2,3,11.7,11.1,9.2,13.0,8.7,7.6,5.4,2.9,3.2,2.9,3,2,6,0,3,1025.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.9,-2.7,-1.2,-2.8,-4.6,0.0,0.0,0.0,0.0,0.0
2f4e7122,22.1,21.6,20.3,22.2,17.7,2.3,2.3,0.8,1.6,0.6,9.6,9.6,6.4,8.9,5.7,6,4,6,4,3,29.1,28.4,27.1,29.1,24.3,6.6,5.3,2.5,4.3,2.5,4,4,6,6,1,1006.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.8,16.1,16.3,17.7,13.6,0.0,0.0,0.0,0.0,0.0
2f7f97e7,7.9,6.9,5.5,8.1,3.8,3.2,2.7,1.0,1.8,1.9,15.4,11.3,6.8,12.2,11.6,7,3,7,6,7,15.4,13.5,13.5,15.5,10.7,10.1,6.6,2.7,6.3,3.6,7,3,6,6,3,1007.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.6,0.3,-1.3,1.7,-2.0,0.0,0.0,0.0,0.0,0.0
2fd9a21b,3.0,2.1,1.3,3.2,0.1,2.0,3.0,1.0,1.0,0.8,10.0,17.2,6.4,6.7,10.7,4,4,6,6,3,10.9,11.0,8.4,12.6,6.9,6.9,8.1,2.2,4.2,2.9,6,4,6,6,3,1015.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.2,-5.2,-3.4,-3.7,-6.5,20.5,9.0,33.5,16.0,28.5
3017e992,2.9,1.7,1.2,4.2,-0.5,2.3,3.6,0.8,1.7,1.5,9.8,12.9,9.0,13.4,9.2,3,2,1,6,7,9.6,7.2,8.2,10.8,4.5,6.4,7.2,2.4,5.8,3.3,5,2,1,2,3,1015.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.3,-2.1,-3.9,-1.3,-5.2,0.0,0.0,0.0,0.0,0.0
30c86c8c,6.7,6.4,4.2,7.3,3.1,2.4,2.3,0.9,1.7,0.9,10.2,10.3,6.9,9.0,6.0,3,6,6,4,6,16.2,15.6,13.4,16.9,11.4,6.9,5.7,2.7,5.0,2.6,7,4,6,6,6,1015.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.3,-1.6,-2.2,-0.2,-2.7,0.0,0.0,0.0,0.0,0.0
31799c29,27.1,25.7,23.9,27.0,21.6,2.1,1.1,0.8,1.6,0.7,10.4,5.7,4.9,7.3,5.1,5,4,6,6,3,34.3,33.2,31.0,34.6,28.6,5.2,3.1,2.0,3.5,1.7,6,4,6,6,7,1011.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.0,21.1,20.0,21.2,16.3,0.0,0.0,0.0,0.0,0.0
32293ed8,20.9,20.3,18.6,20.6,16.1,3.5,2.9,0.9,2.0,1.0,14.1,14.5,7.4,10.2,7.9,6,4,6,6,0,27.6,27.4,25.8,27.8,22.7,8.6,7.8,3.4,5.7,2.6,6,4,6,6,5,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.5,16.5,14.3,15.4,11.6,0.0,0.0,0.0,0.0,0.0
32d9abcf,6.1,4.7,4.8,5.8,2.7,1.5,2.5,1.1,0.8,0.8,8.7,10.2,5.1,6.4,6.3,2,1,2,6,4,13.9,11.5,13.1,14.8,11.5,5.4,6.7,2.6,3.8,3.5,2,2,6,6,4,1026.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.2,-1.3,-0.8,-0.2,-3.2,0.0,0.0,0.0,0.0,0.0
3306960e,5.0,4.0,2.9,5.3,1.3,1.7,2.3,1.2,0.8,0.8,9.2,10.0,5.7,3.8,5.1,2,2,2,5,4,12.3,10.5,10.9,11.9,8.1,6.2,6.5,1.9,2.4,2.8,2,2,2,5,4,1022.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.3,-2.0,0.3,2.1,-3.2,0.0,0.0,0.0,0.5,0.0
352f78f4,13.2,11.6,11.5,11.7,9.7,2.6,1.6,0.9,0.8,0.9,14.6,8.1,5.3,3.7,6.1,3,6,6,5,3,20.0,20.2,18.6,20.7,17.9,9.6,5.1,2.2,2.5,2.2,3,6,6,5,3,1019.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.1,6.3,7.6,6.7,3.0,0.0,0.0,0.0,0.0,0.0
37f018dd,10.8,11.6,10.7,10.4,8.3,1.2,2.8,1.2,0.7,0.8,5.2,10.9,4.8,3.5,4.6,2,2,0,5,4,19.7,17.8,16.9,16.8,16.1,3.5,6.9,2.0,2.0,2.7,2,2,2,5,4,1021.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.4,7.0,7.2,7.1,4.6,0.0,0.0,0.0,0.0,0.0
3843a790,21.9,21.6,19.2,21.5,17.3,2.9,3.2,0.5,1.2,0.6,14.4,12.5,3.7,5.9,5.8,3,6,6,6,4,27.8,27.6,24.1,27.6,23.2,10.5,6.7,1.4,3.7,2.6,7,4,6,6,4,1005.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.8,17.0,16.4,16.7,13.2,0.0,0.0,1.5,0.0,0.0
384deb54,21.2,20.8,19.5,21.4,16.3,2.5,2.5,1.3,1.9,0.8,11.8,11.5,6.6,8.4,7.1,5,6,6,6,6,29.6,29.0,27.8,30.2,25.8,6.9,6.6,3.0,4.6,3.2,5,6,6,6,4,1001.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.1,13.0,12.3,13.4,8.3,0.0,0.0,0.0,0.0,0.0
385d4825,14.5,13.8,12.7,15.5,10.9,3.3,2.6,1.3,1.5,1.5,14.5,11.8,9.8,14.0,11.7,6,3,6,4,3,23.9,23.3,22.4,25.3,19.2,9.6,6.4,3.5,5.5,4.5,6,3,6,4,3,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.9,6.1,4.0,4.6,1.8,0.5,2.0,1.0,0.0,0.5
389b2885,22.1,22.0,20.4,21.6,18.2,1.6,1.8,1.3,0.9,1.0,7.6,9.0,6.8,4.7,5.4,4,6,1,6,5,32.2,31.4,30.7,32.6,28.2,5.5,4.8,2.6,2.8,2.3,6,6,6,6,4,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.4,13.3,12.7,12.3,9.4,0.0,0.0,0.0,0.0,0.0
3a176ff7,2.7,2.5,-0.7,3.2,-0.4,3.4,3.1,0.5,1.4,0.9,14.6,10.1,6.2,7.5,7.3,6,6,6,2,3,9.2,9.5,6.3,12.6,7.6,9.9,5.9,2.6,4.8,2.6,6,6,6,2,7,1016.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.4,-4.9,-6.0,-3.7,-7.2,0.0,0.0,0.0,0.0,0.0
3b7c58cf,11.7,11.9,9.3,12.1,8.2,2.6,4.3,0.9,1.1,1.3,11.6,14.6,13.8,6.7,9.7,6,4,6,6,5,17.9,18.8,16.1,18.7,13.5,8.1,8.7,2.9,3.5,3.4,6,6,7,6,4,1013.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.0,6.7,2.2,5.0,0.1,1.5,4.0,11.0,2.0,4.5
3c2ae11c,26.3,25.3,24.8,26.2,21.3,2.5,1.4,0.9,1.6,0.8,8.7,6.2,6.2,8.5,7.6,6,6,6,6,3,32.7,32.2,31.0,33.3,28.5,6.3,4.0,2.6,4.7,2.7,6,6,6,6,3,1003.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.5,20.1,20.5,20.2,15.5,0.0,0.0,0.0,0.0,0.0
3d3710c8,11.0,10.1,8.2,10.5,7.4,1.4,2.0,0.8,0.9,1.0,5.8,8.8,5.5,3.5,9.8,0,2,2,5,6,19.4,17.7,14.9,18.8,16.1,4.0,5.9,1.9,1.9,2.9,2,1,2,5,7,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.6,2.9,4.0,5.8,2.0,0.0,0.0,0.0,0.0,0.0
3e4bbf41,25.7,24.7,23.3,25.4,20.9,2.8,1.5,0.9,1.5,0.7,13.3,7.4,6.0,6.7,7.7,3,4,6,6,4,32.9,32.2,30.8,33.1,28.2,8.8,3.8,2.8,4.0,2.3,3,4,6,6,3,1006.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.7,18.9,18.8,19.1,15.9,0.0,0.0,0.0,0.0,0.0
3eabde82,19.4,19.1,17.0,19.3,14.8,3.7,2.5,0.8,1.2,1.0,14.6,12.5,7.6,6.2,8.5,3,1,6,6,3,25.3,26.4,24.1,27.0,20.8,8.8,6.2,3.2,4.1,3.6,6,3,6,2,3,1001.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,14.2,11.8,14.7,9.1,3.0,1.0,5.0,2.5,5.0
3f645c51,20.4,19.7,18.7,20.6,15.8,3.1,1.9,0.9,1.4,0.9,12.3,8.3,6.8,7.1,7.5,7,4,6,6,4,26.9,26.3,24.1,27.5,23.9,8.7,5.3,2.8,3.9,2.7,3,6,6,6,6,1005.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.4,11.8,13.4,13.6,8.3,0.0,0.0,0.0,0.0,0.0
3f92bc07,8.9,7.9,7.3,8.2,5.8,1.4,2.4,1.0,0.9,0.8,6.8,11.0,5.0,3.5,7.2,2,2,2,5,7,17.7,14.8,15.5,17.1,15.8,4.0,6.8,2.0,2.1,3.1,2,2,2,2,4,1018.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.1,1.3,2.5,3.1,-0.3,0.0,0.0,0.0,0.0,0.0
3fb574ab,23.5,23.0,22.1,21.4,21.2,3.4,6.0,0.6,1.1,1.8,7.6,15.9,6.4,3.8,12.1,6,4,4,2,3,25.9,25.1,24.4,24.5,23.2,5.6,8.7,2.1,2.3,4.6,7,6,6,2,1,1007.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.3,21.2,20.7,18.8,18.7,17.5,6.5,19.5,44.5,19.5
407375b4,19.6,19.0,18.4,19.7,14.6,2.8,2.8,1.3,2.0,1.0,12.4,12.5,7.0,9.3,6.6,4,6,7,6,4,27.6,27.4,26.4,28.8,24.2,8.3,8.3,3.0,5.4,2.8,6,6,6,6,6,1010.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.2,10.9,11.1,11.6,6.8,0.0,0.0,0.0,0.0,0.0
44f5120f,25.7,25.3,23.9,25.1,21.2,2.1,1.3,1.0,1.4,0.7,10.7,9.4,8.2,6.7,7.7,5,4,2,6,6,33.2,34.5,31.8,33.5,29.6,7.4,5.3,3.5,4.7,2.5,5,5,0,2,4,999.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.3,21.2,19.3,21.0,16.3,0.0,0.0,37.0,11.5,13.0
45248f69,5.3,4.2,3.7,5.3,2.1,1.9,1.8,0.9,0.8,1.1,13.5,10.1,5.1,6.4,10.1,7,3,6,6,3,13.5,12.9,11.1,13.9,9.1,8.2,6.3,1.8,4.1,3.2,7,3,6,6,3,1021.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.8,-2.5,-0.3,0.6,-2.7,0.0,0.0,0.0,0.0,0.0
4684b88f,19.7,19.6,18.4,20.2,16.7,1.9,1.4,1.1,1.4,1.2,12.2,10.5,6.9,6.4,6.9,3,2,6,6,7,29.5,28.9,26.7,29.9,25.8,8.0,5.9,2.7,3.8,3.5,3,2,6,6,4,997.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.5,13.9,12.4,14.3,10.1,0.0,0.0,0.0,0.0,0.0
4811d16e,22.8,22.1,20.9,22.5,18.3,2.6,1.5,1.2,1.5,0.8,11.0,6.4,6.1,7.2,5.7,3,4,6,6,7,31.2,30.0,29.5,32.1,27.4,7.3,3.9,2.5,3.4,2.4,7,6,6,6,3,1009.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.0,16.1,15.4,16.8,12.6,0.0,0.0,0.0,0.0,0.0
48d9c998,23.8,22.5,21.0,23.5,19.9,1.8,1.5,0.6,0.8,0.6,6.3,8.4,3.8,3.8,5.7,6,4,2,6,5,27.3,26.6,24.9,27.7,24.4,4.6,4.3,1.5,2.3,2.2,7,6,0,6,1,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,19.3,18.6,20.7,15.3,0.5,8.0,2.0,0.0,0.0
48dd3244,21.1,20.4,19.3,20.8,17.1,1.3,1.9,1.1,1.0,0.6,6.0,8.6,6.5,5.0,3.5,6,2,6,6,4,28.2,27.8,27.5,27.9,24.0,3.8,5.5,2.0,2.9,2.0,3,2,6,6,4,1013.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.9,14.9,14.8,15.4,11.7,0.0,0.0,0.0,0.0,0.0
499e3a2a,22.3,21.5,21.0,22.0,19.6,2.2,1.8,0.6,0.9,0.5,11.5,11.2,4.5,4.4,4.9,6,6,7,4,6,29.1,28.6,28.1,28.8,25.3,8.3,6.6,2.0,2.4,1.7,7,6,6,6,3,1007.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,18.5,18.2,19.0,17.2,7.0,11.0,15.5,18.5,13.0
49b8a7b3,22.3,21.8,21.4,21.7,19.3,2.0,2.5,0.4,1.0,0.7,8.1,9.7,3.9,4.7,7.1,6,4,6,2,1,26.1,27.6,26.8,26.4,23.8,4.8,6.1,1.5,2.7,2.5,6,6,0,2,1,1012.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,19.7,18.8,18.8,16.6,30.0,19.0,31.5,85.0,41.5
4a6634be,5.1,2.4,1.7,4.8,1.5,5.1,1.7,0.5,1.2,1.9,16.9,9.7,4.4,7.7,10.6,7,6,6,5,1,10.4,10.4,6.2,10.8,5.1,11.9,5.7,1.9,3.7,4.6,7,6,7,0,3,1015.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.4,-3.5,-0.8,-0.1,-2.7,0.0,0.0,1.0,0.0,0.0
4a68a22f,8.1,6.5,7.1,8.9,4.3,2.4,2.2,1.2,2.2,0.9,12.9,9.9,7.1,9.6,7.5,4,2,7,6,3,17.4,15.4,15.9,17.6,13.8,7.0,6.3,3.2,5.5,2.8,6,2,6,6,3,1023.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.6,-1.6,0.2,2.6,-2.6,0.0,0.0,0.0,0.0,0.0
4a9f1507,1.1,1.3,-1.5,1.6,-2.4,4.1,4.4,0.8,1.2,2.1,16.0,17.6,4.7,7.1,14.8,7,6,0,2,7,2.8,6.4,0.2,4.1,-0.6,10.3,10.2,1.9,4.1,5.5,7,6,6,0,3,1016.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.5,-1.2,-4.2,-1.1,-4.0,0.0,0.0,3.5,0.0,0.5
4ab491c2,8.2,7.4,7.3,8.6,4.5,2.0,2.7,1.4,1.4,0.8,13.7,10.5,6.8,8.9,6.5,3,1,6,6,6,19.9,18.2,17.9,20.3,16.8,8.5,5.7,2.9,4.9,2.5,3,2,6,6,6,1012.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.3,-1.8,-0.2,-0.2,-4.4,0.0,0.0,0.0,0.0,0.0
4af6cdc2,11.8,10.2,9.2,11.2,6.4,3.4,2.8,0.9,1.3,1.0,14.6,11.9,7.5,9.5,9.3,2,2,6,6,7,18.2,15.2,15.8,19.7,15.8,10.6,7.1,2.8,5.7,3.7,6,2,6,6,7,1009.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.2,2.7,4.8,5.6,0.5,0.0,0.0,0.0,0.0,0.0
4b186ab4,17.1,17.1,16.3,16.7,13.8,1.8,1.8,1.5,1.7,1.0,14.1,13.8,7.7,16.1,6.9,2,6,6,2,4,28.3,27.3,26.8,28.8,25.2,9.2,7.0,2.9,8.8,3.1,2,6,6,2,3,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.7,9.3,9.8,9.0,5.8,0.0,0.0,0.0,1.5,0.0
4ccf9c2a,7.7,6.1,5.6,8.5,4.0,1.0,1.0,1.1,1.0,0.8,4.1,5.6,5.6,4.8,3.8,3,1,1,6,4,14.8,14.2,13.1,15.0,12.9,3.1,3.2,1.9,3.1,2.2,3,2,2,6,4,1020.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.2,0.3,1.5,4.5,-2.0,0.0,0.0,0.0,0.0,0.0
4cfbfa0e,17.0,16.7,14.7,17.0,12.9,3.8,3.8,0.6,1.1,0.8,12.2,11.6,4.3,9.4,6.9,3,6,3,7,3,21.2,21.6,17.7,22.3,18.4,8.3,7.6,1.5,4.8,2.9,3,6,2,6,3,1003.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.4,11.8,11.8,12.1,8.2,0.0,0.0,0.5,0.0,0.0
4d001ef9,8.1,7.8,6.9,8.2,4.9,1.0,2.2,1.1,0.8,0.8,4.3,9.3,7.0,6.3,3.6,5,2,1,6,4,16.1,15.3,14.3,16.3,14.6,3.0,5.6,2.4,3.7,1.9,3,2,2,6,4,1017.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.2,1.2,2.7,2.6,-0.9,0.0,0.0,0.0,0.0,0.0
4d58d526,27.3,27.2,25.2,27.6,23.1,1.8,2.1,1.1,1.5,0.7,10.0,12.1,6.7,7.6,4.9,0,2,6,7,4,35.3,36.7,32.8,34.9,31.1,5.8,7.7,2.7,3.7,2.2,4,2,6,7,4,999.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,21.0,20.9,21.6,17.5,0.0,0.0,0.0,0.0,0.0
4f10459b,6.5,6.5,4.7,7.3,2.3,3.9,2.2,1.1,1.6,1.5,14.7,11.4,8.8,11.9,9.5,7,6,6,6,7,13.3,13.5,11.2,14.8,8.4,9.6,5.8,3.3,5.6,4.0,7,4,6,6,3,1006.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.8,0.0,-1.1,1.0,-2.6,0.0,0.0,0.0,0.0,0.0
4f672ed2,4.2,4.7,3.4,2.7,0.7,1.5,1.4,0.8,0.8,0.4,5.5,6.2,4.0,3.8,2.9,6,6,2,5,5,9.3,9.8,8.3,6.8,4.2,3.6,3.9,1.6,2.2,1.5,6,6,2,5,5,1013.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.7,1.3,0.4,0.2,-1.3,2.5,0.5,1.0,4.5,3.5
50c5df9a,5.6,5.6,3.9,5.3,2.3,4.3,4.6,1.2,1.4,2.4,16.6,13.5,9.9,11.1,12.4,7,6,6,2,3,9.5,10.3,9.0,11.8,8.6,8.9,8.2,3.3,4.3,5.1,6,6,6,0,3,1007.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.8,-0.5,-1.6,-1.4,-3.2,16.0,18.5,36.5,14.0,39.0
50f6061f,6.5,5.1,6.4,6.2,3.2,2.0,1.9,1.2,1.0,0.8,11.0,10.4,8.1,8.2,4.9,6,4,6,6,7,15.9,15.5,15.2,17.3,13.2,6.9,6.0,2.9,4.5,2.0,7,4,6,6,3,1023.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.3,-3.2,0.9,-1.7,-2.9,0.0,0.0,0.0,0.0,0.0
52c148ba,3.6,2.1,1.5,3.1,-0.4,2.5,2.5,0.8,0.7,0.9,11.1,9.1,6.7,3.9,8.8,3,2,7,7,3,9.4,7.9,9.3,9.8,5.4,6.3,5.5,2.2,2.1,3.3,2,2,3,5,3,1021.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.7,-1.9,-2.3,-0.7,-4.1,0.0,0.0,0.0,0.0,0.0
53841436,2.9,1.8,1.2,2.4,-0.1,1.9,2.1,0.8,1.0,0.8,8.2,12.5,6.0,4.0,7.6,6,4,0,2,4,8.6,7.0,2.7,6.3,5.9,5.2,6.6,1.8,2.7,2.3,6,6,2,2,5,1010.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.1,-2.9,-1.1,-1.9,-4.4,1.5,4.5,2.0,2.0,4.0
